 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
d , 1.10 , 0.04 , 0.50 , 3 , 3 , 0 , 0
